Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
1-Apr,2:05pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -120,7 +100,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
1-Apr,10:10pm,NYM-116,KAN+106,KAN-170,NYM+150,7 -120,7 +100,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
1-Apr,11:00pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -120,7 +100,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
2-Apr,8:45am,NYM-115,KAN+105,KAN-175,NYM+155,7 -120,7 +100,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
2-Apr,9:05am,NYM-115,KAN+105,KAN-175,NYM+155,7 -120,7 +100,NYM-120,KAN+100,NYM-130,KAN+100,0003.csv
2-Apr,9:15am,NYM-115,KAN+105,KAN-175,NYM+155,7 -120,7 +100,NYM-115,KAN-105,NYM-130,KAN+100,0003.csv
2-Apr,10:40am,NYM-115,KAN+105,KAN-175,NYM+155,7 -120,7 +100,NYM-115,KAN-105,NYM-130,KAN+100,0003.csv
2-Apr,12:10pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -125,7 +105,NYM-115,KAN-105,NYM-130,KAN+100,0003.csv
2-Apr,12:20pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -120,7 +100,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,12:20pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -120,7 +100,NYM-115,KAN-105,NYM-130,KAN+100,0003.csv
2-Apr,12:25pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,12:35pm,NYM-115,KAN+105,KAN-175,NYM+155,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,5:10pm,NYM-115,KAN+105,KAN-175,NYM+155,7 -130,7 +110,NYM-115,KAN-105,NYM-130,KAN+100,0003.csv
2-Apr,6:50pm,NYM-115,KAN+105,KAN-175,NYM+155,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,7:20pm,NYM-115,KAN+105,KAN-170,NYM+150,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,8:50pm,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,9:00pm,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,9:25pm,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,9:30pm,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
2-Apr,11:50pm,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
3-Apr,7:05am,NYM-120,KAN+100,KAN-165,NYM+145,7 -130,7 +110,NYM-120,KAN+100,NYM-120,KAN+100,0003.csv
3-Apr,7:10am,NYM-120,KAN+100,KAN-165,NYM+145,7 -130,7 +110,NYM-115,KAN-105,NYM-120,KAN+100,0003.csv
3-Apr,7:15am,NYM-120,KAN+100,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-120,KAN+100,0003.csv
3-Apr,7:30am,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-120,KAN+100,0003.csv
3-Apr,8:25am,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-120,KAN+100,0003.csv
3-Apr,8:40am,NYM-118,KAN+108,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-120,KAN+100,0003.csv
3-Apr,8:45am,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-120,KAN+100,0003.csv
3-Apr,8:45am,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,9:00am,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,9:05am,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,9:50am,NYM-115,KAN+105,KAN-165,NYM+145,7 -130,7 +110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,10:15am,NYM-115,KAN+105,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,10:40am,NYM-115,KAN+105,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,10:45am,NYM-115,KAN+105,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,11:30am,NYM-115,KAN+105,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,11:35am,NYM-115,KAN+105,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,11:45am,NYM-110,KAN+100,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,11:50am,NYM-111,KAN+101,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,12:15pm,NYM-110,KAN+100,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,12:20pm,NYM-110,KAN+100,KAN-165,NYM+145,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,12:25pm,KAN-105,NYM-105,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,12:25pm,KAN-105,NYM-105,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,12:30pm,NYM-107,KAN-103,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,12:40pm,NYM-107,KAN-103,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-120,KAN+100,NYM-125,KAN+105,0003.csv
3-Apr,1:40pm,NYM-107,KAN-103,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,2:20pm,NYM-106,KAN-104,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,2:40pm,NYM-106,KAN-104,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,2:50pm,NYM-107,KAN-103,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,3:55pm,NYM-109,KAN-101,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,4:10pm,NYM-110,KAN+100,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,4:15pm,NYM-109,KAN-101,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,4:45pm,NYM-110,KAN+100,KAN-170,NYM+150,7.5 -110,7.5 -110,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,5:25pm,NYM-110,KAN+100,KAN-170,NYM+150,7.5 -115,7.5 -105,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,5:30pm,NYM-117,KAN+107,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-125,KAN+105,NYM-125,KAN+105,0003.csv
3-Apr,5:30pm,NYM-117,KAN+107,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-130,KAN+110,NYM-125,KAN+105,0003.csv
3-Apr,5:35pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-130,KAN+110,NYM-125,KAN+105,0003.csv
3-Apr,5:35pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,5:40pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-130,KAN+110,NYM-125,KAN+105,0003.csv
3-Apr,5:40pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -115,7.5 -105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,5:45pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -120,7.5 +100,NYM-130,KAN+110,NYM-125,KAN+105,0003.csv
3-Apr,5:45pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -120,7.5 +100,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,5:50pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,5:55pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,6:25pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,6:30pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,6:40pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,7:00pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,7:20pm,NYM-121,KAN+111,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,7:35pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,7:50pm,NYM-119,KAN+109,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:00pm,NYM-119,KAN+109,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:05pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:20pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:25pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:30pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-135,KAN+115,NYM-125,KAN+105,0003.csv
3-Apr,8:35pm,NYM-120,KAN+110,KAN-165,NYM+145,7.5 -125,7.5 +105,NYM-140,KAN+120,NYM-125,KAN+105,0003.csv
2-Apr,1:00pm,SFO-185,MIL+160,,,7.5 +100,7.5 -120,,,,,0004.csv
2-Apr,1:05pm,SFO-185,MIL+160,MIL-110,SFO-110,7 -120,7 +100,,,,,0004.csv
2-Apr,1:25pm,SFO-175,MIL+165,MIL-110,SFO-110,7 -120,7 +100,,,,,0004.csv
2-Apr,1:35pm,SFO-185,MIL+160,MIL-110,SFO-110,7 -125,7 +105,,,,,0004.csv
3-Apr,8:55am,SFO-185,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-190,MIL+161,,,0004.csv
3-Apr,9:00am,SFO-185,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-190,MIL+161,,,0004.csv
3-Apr,12:05pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-190,MIL+161,,,0004.csv
3-Apr,12:50pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-190,MIL+161,,,0004.csv
3-Apr,3:05pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-180,MIL+160,,,0004.csv
3-Apr,7:05pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -130,7 +110,SFO-180,MIL+160,,,0004.csv
3-Apr,7:10pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -125,7 +105,SFO-180,MIL+160,,,0004.csv
3-Apr,7:55pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -130,7 +110,SFO-180,MIL+160,,,0004.csv
3-Apr,9:00pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -130,7 +110,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
3-Apr,9:40pm,SFO-175,MIL+160,MIL-110,SFO-110,7 -130,7 +110,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
3-Apr,9:50pm,SFO-175,MIL+160,MIL-110,SFO-110,7.5 -105,7.5 -115,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
4-Apr,9:35am,SFO-175,MIL+160,MIL-110,SFO-110,7.5 -105,7.5 -115,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
4-Apr,9:40am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -105,7.5 -115,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
4-Apr,10:10am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,10:10am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-180,MIL+150,0004.csv
4-Apr,10:10am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-180,MIL+160,SFO-180,MIL+150,0004.csv
4-Apr,10:15am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-175,MIL+155,SFO-150,MIL+130,0004.csv
4-Apr,10:20am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,10:25am,SFO-180,MIL+160,MIL-110,SFO-110,7.5 -110,7.5 -110,SFO-175,MIL+155,SFO-150,MIL+130,0004.csv
4-Apr,10:30am,SFO-180,MIL+160,MIL-120,SFO+100,7.5 -105,7.5 -115,SFO-175,MIL+155,SFO-150,MIL+130,0004.csv
4-Apr,10:40am,SFO-180,MIL+160,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-175,MIL+155,SFO-150,MIL+130,0004.csv
4-Apr,10:50am,SFO-165,MIL+150,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,10:50am,SFO-165,MIL+150,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-175,MIL+155,SFO-150,MIL+130,0004.csv
4-Apr,10:55am,SFO-180,MIL+160,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,11:00am,SFO-160,MIL+150,MIL-125,SFO+105,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,11:20am,SFO-170,MIL+150,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,11:20am,SFO-170,MIL+150,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-150,MIL+130,0004.csv
4-Apr,11:25am,SFO-170,MIL+150,MIL-120,SFO+100,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,11:35am,SFO-170,MIL+150,MIL-125,SFO+105,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:00pm,SFO-160,MIL+150,MIL-120,SFO+100,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:10pm,SFO-170,MIL+150,MIL-120,SFO+100,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:25pm,SFO-170,MIL+150,MIL-120,SFO+100,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:30pm,SFO-164,MIL+154,MIL-115,SFO-105,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:35pm,SFO-164,MIL+154,MIL-115,SFO-105,7.5 -105,7.5 -115,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:40pm,SFO-164,MIL+154,MIL-120,SFO+100,7.5 -105,7.5 -115,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,12:45pm,SFO-164,MIL+154,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:05pm,SFO-167,MIL+157,MIL-120,SFO+100,7.5 -110,7.5 -110,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:10pm,SFO-167,MIL+157,MIL-115,SFO-105,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:20pm,SFO-167,MIL+157,MIL-120,SFO+100,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:25pm,SFO-167,MIL+157,MIL-115,SFO-105,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:30pm,SFO-180,MIL+160,MIL-115,SFO-105,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:40pm,SFO-175,MIL+155,MIL-115,SFO-105,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:50pm,SFO-175,MIL+160,MIL-115,SFO-105,7.5 -115,7.5 -105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,1:55pm,SFO-175,MIL+160,MIL-115,SFO-105,7.5 -120,7.5 +100,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,2:05pm,SFO-175,MIL+160,MIL-115,SFO-105,7.5 -125,7.5 +105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
4-Apr,2:10pm,SFO-175,MIL+155,MIL-115,SFO-105,7.5 -125,7.5 +105,SFO-170,MIL+150,SFO-140,MIL+120,0004.csv
2-Apr,1:10pm,BAL-115,MIN+105,MIN-215,BAL+185,8 -120,8 +100,,,,,0005.csv
2-Apr,1:25pm,BAL-119,MIN+109,MIN-215,BAL+185,8 -120,8 +100,,,,,0005.csv
2-Apr,1:30pm,BAL-119,MIN+109,MIN-215,BAL+185,8.5 -110,8.5 -110,,,,,0005.csv
2-Apr,11:05pm,BAL-120,MIN+110,MIN-215,BAL+185,8.5 -110,8.5 -110,,,,,0005.csv
3-Apr,9:00am,BAL-120,MIN+110,MIN-215,BAL+185,8.5 -110,8.5 -110,BAL-125,MIN+105,,,0005.csv
3-Apr,9:05am,BAL-120,MIN+110,MIN-215,BAL+185,8.5 -115,8.5 -105,BAL-125,MIN+105,,,0005.csv
3-Apr,2:45pm,BAL-120,MIN+110,MIN-215,BAL+185,8.5 -115,8.5 -105,BAL-125,MIN+105,,,0005.csv
3-Apr,3:10pm,BAL-120,MIN+110,MIN-215,BAL+185,8.5 -115,8.5 -105,BAL-125,MIN+105,,,0005.csv
3-Apr,4:25pm,BAL-120,MIN+110,MIN-210,BAL+180,8.5 -115,8.5 -105,BAL-125,MIN+105,,,0005.csv
3-Apr,8:05pm,BAL-120,MIN+110,MIN-200,BAL+170,8.5 -115,8.5 -105,BAL-125,MIN+105,,,0005.csv
3-Apr,9:00pm,BAL-120,MIN+110,MIN-200,BAL+170,8.5 -115,8.5 -105,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
3-Apr,9:30pm,BAL-120,MIN+110,MIN-200,BAL+170,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
3-Apr,9:45pm,BAL-120,MIN+110,MIN-200,BAL+170,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
3-Apr,9:55pm,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
4-Apr,1:20am,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
4-Apr,10:10am,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,10:10am,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-125,BAL-105,0005.csv
4-Apr,10:35am,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,10:40am,BAL-130,MIN+120,MIN-180,BAL+160,8.5 -120,8.5 +100,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,10:45am,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,10:50am,BAL-130,MIN+120,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:10am,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:15am,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:20am,BAL-127,MIN+117,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:25am,BAL-125,MIN+115,MIN-175,BAL+155,9 -105,9 -115,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:30am,BAL-125,MIN+115,MIN-175,BAL+155,9 -105,9 -115,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,11:40am,BAL-125,MIN+115,MIN-175,BAL+155,9 -105,9 -115,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,12:20pm,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,12:25pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,12:30pm,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,12:40pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,1:00pm,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,1:05pm,BAL-125,MIN+115,MIN-175,BAL+155,8.5 -125,8.5 +105,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,1:20pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,1:30pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,1:50pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,2:20pm,BAL-125,MIN+115,MIN-175,BAL+155,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,2:30pm,BAL-120,MIN+110,MIN-180,BAL+160,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,2:45pm,BAL-117,MIN+107,MIN-180,BAL+160,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,2:55pm,BAL-120,MIN+110,MIN-180,BAL+160,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,3:00pm,BAL-125,MIN+115,MIN-180,BAL+160,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
4-Apr,4:30pm,BAL-125,MIN+115,MIN-180,BAL+160,9 -110,9 -110,BAL-125,MIN+105,MIN-115,BAL-105,0005.csv
2-Apr,1:10pm,TEX-125,SEA+115,SEA-200,TEX+170,7.5 +100,7.5 -120,,,,,0006.csv
2-Apr,1:30pm,TEX-125,SEA+115,TEX-110,SEA-110,7.5 +100,7.5 -120,,,,,0006.csv
3-Apr,2:10am,TEX-116,SEA+106,SEA-205,TEX+175,7.5 +100,7.5 -120,,,,,0006.csv
3-Apr,9:00am,TEX-116,SEA+106,SEA-205,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,,,0006.csv
3-Apr,9:05am,TEX-116,SEA+106,SEA-205,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,,,0006.csv
3-Apr,9:50am,TEX-116,SEA+106,SEA-205,TEX+175,7.5 +105,7.5 -125,TEX-125,SEA+105,,,0006.csv
3-Apr,11:35am,TEX-120,SEA+110,SEA-205,TEX+175,7.5 +105,7.5 -125,TEX-125,SEA+105,,,0006.csv
3-Apr,5:15pm,TEX-120,SEA+110,SEA-210,TEX+175,7.5 +105,7.5 -125,TEX-125,SEA+105,,,0006.csv
3-Apr,5:25pm,TEX-120,SEA+110,SEA-205,TEX+175,7.5 +105,7.5 -125,TEX-125,SEA+105,,,0006.csv
3-Apr,7:00pm,TEX-120,SEA+110,SEA-205,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,,,0006.csv
3-Apr,8:00pm,TEX-120,SEA+110,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,,,0006.csv
3-Apr,9:05pm,TEX-120,SEA+110,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,,,0006.csv
3-Apr,9:05pm,TEX-120,SEA+110,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,SEA-125,TEX-105,0006.csv
3-Apr,9:30pm,TEX-112,SEA+102,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-115,SEA-105,SEA-130,TEX+100,0006.csv
3-Apr,9:30pm,TEX-112,SEA+102,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-115,SEA-105,SEA-125,TEX-105,0006.csv
3-Apr,9:30pm,TEX-112,SEA+102,SEA-210,TEX+175,7.5 +100,7.5 -120,TEX-125,SEA+105,SEA-125,TEX-105,0006.csv
